no_surat,konten,isi_surat,jenis
99,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pelatihan kewirausahaan bidang keterampilan usaha produktif/tenun
cual dengan pewarna alami pada program pk2umk tahun 2022 provinsi kepulauan bangka belitung
yang dilaksanakan di kepulauan bangka belitung pada tanggal 26 september 2022 s.d. 27 september
2022.
",bukan keduanya
100,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan yang dilaksanakan .
",bukan keduanya
101,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop percepatan karir akademik dosen departemen matematika
yang dilaksanakan di bandungan pada tanggal 5 desember 2022 s.d. 6 desember 2022.
",bukan keduanya
102,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan klarifikasi etika penelitian opsi jenjang sma/ma tahun 2022 yang
dilaksanakan di bigland sentul hotel & convention, jl. olympic raya no.4a, sentul, kec. babakan
madang, kabupaten bogor, jawa barat 16810. pada tanggal 1 november 2022 s.d. 4 november 2022.
prof. dr. christiana rini indrati, m.si. akan mengikuti acara tersebut secara daring.
",penelitian
103,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan kuliah umum dalam rangka meningkatkan motivasi dan minat belajar
mahasiswa universitas muhammadiyah maluku utara kaitannya dengan matematika di era disrupsi
teknologi yang dilaksanakan di aula rektorat lantau 3 ummu ternate pada tanggal 25 oktober 2022.
",bukan keduanya
104,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pelatihan kebencanaan di sd-sd lereng gunung agung yang
dilaksanakan di ruang aula sdn 3 sebudi dan ruang aula sdn 1 bekasih, karangasem, bali pada
tanggal 5 november 2022, dan 3 desember 2022.
",bukan keduanya
105,hide," melaksanakan kerja praktik di otoritas jasa keuangan solo dari 3 juli 2023 s.d 4 agustus
2023. maka dengan ini kami mohon bantuan saudara berkenan memberikan izin bagi mahasiswa
tersebut.
",bukan keduanya
106,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan penilaian naskah dan seleksi finalis olimpiade penelitian siswa
indonesia (opsi) jenjang sma/ma tahun 2022 yang dilaksanakan di hotel santika premiere kota
harapan indah, jawa barat pada tanggal 17 oktober 2022 s.d. 21 oktober 2022.
",penelitian
107,hide,,bukan keduanya
108,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan kuliah umum matematika yang dilaksanakan di program studi
matematika, jurusan matematika, fakultas sains dan teknologi, universitas sanata dharma
yogyakarta pada tanggal 11 november 2022.
",bukan keduanya
109,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan mengajar dosen tamu oleh program studi pendidikan kimia fakultas
keguruan dan ilmu pendidikan universitas lampung pada mata kuliah mekanisme reaksi organik
semester ganjil ta 2022/2023 yang dilaksanakan secara daring menggunakan aplikasi zoom meeting
pada tanggal 10 oktober 2022.
",bukan keduanya
110,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing / penguji program mbkm (merdeka belajar
kampus merdeka) bagi mahasiswa kelas reguler dan internasional (iup), semester genap t.a
2022/2023 program studi sarjana elektronika dan instrumentasi, departemen ilmu komputer dan
elektronika, fakultas matematika dan ilmu pengetahuan alam, universitas gadjah mada pada tanggal
13 februari 2023 s.d. 31 juli 2023.
",bukan keduanya
111,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan bimbingan dan pelatihan metode penelitian untuk akademisi indonesia
yang dilaksanakan secara daring di lab. instrumentasi dasar dike, fimpa ugm pada tanggal 2
februari 2023 s.d. 4 februari 2023.
kegiatan bimbingan dan pelatihan metode penelitian untuk akademisi indonesia diselenggarakan oleh
pt. ebiz prima nusa.
",penelitian
112,hide," melaksanakan kerja praktik di otoritas jasa keuangan regional 8 bali dan nusa
tenggara dari 3 juli 2023 s.d 4 agustus 2023. maka dengan ini kami mohon bantuan saudara
berkenan memberikan izin bagi mahasiswa tersebut.
",bukan keduanya
113,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pembinaan tahap i international mathematic olympiad (imo) tahun
2023 yang dilaksanakan secara daring melalui zoom meeting pada tanggal 13 februari 2023 s.d. 26
februari 2023.
",bukan keduanya
114,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan seminar rutin departemen fisika (rebon) dengan tema spread out
bradd peak (sobp) pada radioterapi proton yang dilaksanakan secara daring pada tanggal 21
september 2022.
",bukan keduanya
115,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan koordinator asisten semester i tahun akademik 2022/2023 yang
dilaksanakan di program studi sarjana fisika, departemen fisika fakultas mipa ugm pada tanggal 1
agustus 2022 s.d. 31 januari 2023.
",bukan keduanya
116,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi living allowance beasiswa
lpdp.
",bukan keduanya
117,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi beasiswa lpdp.
",bukan keduanya
118,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pengawas uas gasal ta 2022/2022 program studi magister
kimia yang dilaksanakan di prodi magister kimia pada tanggal 5 desember 2022 s.d. 12 desember
2022.
",bukan keduanya
119,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan seminar nasional dengan tema peranan matematika, statistika, dan
terapannya di era digital society 5.0 yang dilaksanakan secara daring pada tanggal 19 november 2022.
",bukan keduanya
120,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sosialisasi laboratorium keilmuan departemen ilmu komputer dan
elektronika fakultas mipa ugm sebagai narasumber dengan tema ?sosialisasi laboratorium keilmuan
dan topik-topik penelitian? bagi mahasiswa angkatan 2022 program studi magister ilmu komputer
yang dilaksanakan di auditorium fakultas mipa lt. 7 pada tanggal 3 oktober 2022.
",bukan keduanya
121,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pengupdaten data beasiswa
(lpdp)
",bukan keduanya
122,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan diskusi dengan mitra untuk finalisasi laporan akhir matching fund
2022 yang dilaksanakan di jakarta pada tanggal 2 desember 2022 s.d. 4 desember 2022.
",bukan keduanya
123,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pengelolaan website kbk geosains program studi geofisika
departemen fisika fakultas mipa ugm sebagai tenaga harian lepas dengan tugas mengelola,
memasukan dan mengganti artikel kegiatan kbk geosains program studi geofisika yang dilaksanakan
di departemen fisika fakultas mipa ugm pada tanggal 1 september 2022 s.d. 31 oktober 2022.
",bukan keduanya
124,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai tim penguji tesis i dan pembimbing tesis program magister
program studi magister matematika yang dilaksanakan di ruang sidang gedung s2/s3 fmipa lantai 3
pada tanggal 12 april 2023.
",bukan keduanya
125,hide," melaksanakan kerja praktik/kuliah kerja terpadu di kantor otoritas jasa keuangan dari 4
september 2023 s.d 27 oktober 2023. maka dengan ini kami mohon bantuan saudara berkenan
memberikan izin bagi mahasiswa tersebut.
",bukan keduanya
126,hide,,bukan keduanya
127,hide," melaksanakan kerja praktik di pt indonesia weda bay industrial park dari 1 mei 2023
s.d 1 juni 2023. maka dengan ini kami mohon bantuan saudara berkenan memberikan izin bagi
mahasiswa tersebut.
",bukan keduanya
128,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing / penguji seminar bagi mahasiswa kelas reguler
dan internasional (iup), semester genap t.a 2022/2023 program studi sarjana elektronika dan
instrumentasi, departemen ilmu komputer dan elektronika, fakultas matematika dan ilmu pengetahuan
alam, universitas gadjah mada pada tanggal 13 februari 2023 s.d. 31 juli 2023.
",bukan keduanya
129,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai penguji ujian skripsi/tugas akhir i program sarjana program
studi matematika yang dilaksanakan di ruang sidang iii departemen matematika lt. 3 pada tanggal 15
maret 2023.
",bukan keduanya
130,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pendaftaran ujian sertifikasi
persatuan aktuaris indonesia.
",bukan keduanya
131,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan yang dilaksanakan pada tanggal 2 desember 2.
",bukan keduanya
132,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai instruktur praktikum kimia anorganik pada semester gasal ta
2022/2023 yang dilaksanakan di laboratorium kimia anorganik departemen kimia fmipa ugm pada
tanggal 1 september 2022 s.d. 30 november 2022.
",bukan keduanya
133,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop percepatan karir akademik dosen departemen matematika
yang dilaksanakan di bandungan pada tanggal 5 desember 2022 s.d. 7 desember 2022.
",bukan keduanya
134,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pembuat soal dan koreksi hasil ujian seleksi tertulis gelombang 1
semester genap magister kecerdasan artifisial (mka) ta. 2022/2023 yang dilaksanakan di magister
kecerdasan artifisial (mka).
",bukan keduanya
135,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan menerima kunjungan sma islam al azhar 19 ciracas jakarta timur
yang dilaksanakan di departemen ike dan fakultas mipa pada tanggal 3 november 2022.
delegasi akan diterima di auditorium lt. 7 gd. fmipa
",bukan keduanya
136,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai asesmen terhadap lembaga penilaian kesesuaian (lpk) di
laboratorium sentral ilmu hayati universitas brawijaya yang dilaksanakan pada tanggal 15 desember
2022 s.d. 16 desember 2022.
",bukan keduanya
137,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan penyusunan modul petunjuk praktikum laboratorium elektronika dasar
semester ganjil 2022/2023 yang dilaksanakan di laboratorium elektronika dasar departemen ike
fmipa ugm pada tanggal 1 november 2022 s.d. 30 november 2022.
",bukan keduanya
138,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan testing(tolong abaikan) yang dilaksanakan secara daring pada tanggal 8
november 2022 s.d. 11 november 2022.
",bukan keduanya
139,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan seleksi subtansi calon penerima beasiswa lpdp tahun 2022 yang
dilaksanakan secara daring menggunakan aplikasi zoom meeting pada tanggal 18 oktober 2022 s.d. 21
oktober 2022.
",bukan keduanya
140,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi beasiswa lpdp.
",bukan keduanya
141,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan kerja sama penelitian antara fmipa ugm dan pertamina upstream
innovation terkait studi pengembangan geophysics cloud base computational tools tahun 2022 yang
dilaksanakan di kantor pertamina upstream innovation phe, jl. tb. simatupang kav 99 jakarta pada
tanggal 10 oktober 2022 s.d. 9 desember 2022.
",penelitian
142,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop perencanaan penelitian dan pengabdian masyarakat lab.
algoritma dan komputasi tahun 2022 sekaligus penutupan pengabdian masyarakat pelatihan
informatika bagi guru smp di kab. kulonprogo yang dilaksanakan di grand dafam signature
international airport yogyakarta jl. nasional iii no.km.41, rw.5, area kebun, kebonrejo, kec.
temon, kabupaten kulon progo, daerah istimewa yogyakarta 55654 pada tanggal 19 november 2022
s.d. 20 november 2022.
",bukan keduanya
143,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan diskusi dengan mitra dan finalisasi laporan akhir matching fund 2022
yang dilaksanakan di jakarta pada tanggal 6 desember 2022 s.d. 8 desember 2022.
",bukan keduanya
144,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai tim penguji dan pembimbing ujian tugas akhir (proposal, pra
tesis, tesis) yang dilaksanakan di program studi magister kecerdasan artifisial departemen ike
fmipa ugm pada tanggal 17 april 2023.
",bukan keduanya
145,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan .
",bukan keduanya
146,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pada tanggal 17 april 2023 s.d. 2 desember 2.
",bukan keduanya
147,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai anggota penguji skripsi yang dilaksanakan di departemen
fisika fmipa universitas gadjah mada pada tanggal 24 maret 2023.
",bukan keduanya
148,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan test yang dilaksanakan di lapangan pada tanggal 28 oktober 2022 s.d. 31
oktober 2022.
",pengabdian masyarakat
149,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan learning satellite departemen kimia fakultas mipa ugm tahun 2022
sebagai pelaksana administrasi dalam kegiatan tersebut yang dilaksanakan pada tanggal 12 september
2022 s.d. 17 september 2022.
",bukan keduanya
